cdate,treatment,revenue_total,revenue_outerwear,revenue_shoes,revenue_pants,dau
2023-09-28,0,515023.7170524123,215426.11122723666,166102.17138535675,133495.4344398189,98354
2023-09-29,0,516473.22501232766,217674.31264386958,167063.60938276045,131735.30298569764,99604
2023-09-30,0,511666.9901463518,217606.60204769077,163900.9795214215,130159.40857723956,99240
2023-10-01,0,507446.9902126881,215698.16909142782,164922.84386986727,126825.97725139304,98569
2023-10-02,0,509762.7433310611,217924.09245238247,162302.18534749845,129536.46553118012,98578
2023-10-03,0,504426.4721585063,214077.8600607027,160367.50660590234,129981.10549190131,99070
2023-10-04,0,514476.45205633756,217233.98157432847,163449.66444760177,133792.8060344073,100084
2023-10-05,0,513960.3176972147,215305.19790319595,166999.0167045263,131656.10308949248,99132
2023-10-06,0,508184.91906825476,218127.4679799612,162414.69160546357,127642.75948282999,98523
2023-10-07,0,515491.5546558684,220934.71964866473,163440.64394089804,131116.19106630562,99164
2023-10-08,0,512756.6416853684,217309.8247984973,163331.26474991644,132115.55213695462,99164
2023-10-09,0,513123.82075771387,214788.89933770918,165944.53817265315,132390.38324735148,97965
2023-10-10,0,518044.93817303877,217941.0546925416,167393.3006921267,132710.58278837046,99299
2023-10-11,0,520824.80224915466,219983.70123048328,168472.35453455715,132368.7464841142,99225
2023-10-12,0,512743.4531307033,216766.81776173442,164436.90742606754,131539.7279429013,99702
2023-10-13,0,519431.47487671266,220288.42484211098,166237.7423244072,132905.3077101945,100293
2023-10-14,0,517385.8678547706,221076.8265473031,162097.9945304023,134211.04677706526,99946
2023-10-15,0,514059.9296776864,218769.94355384927,167064.72452137855,128225.26160245859,99262
2023-10-16,0,508230.5248974221,217348.8196673738,161175.16125349197,129706.54397655634,98858
2023-10-17,0,520510.66725910816,222692.22474126882,166732.92362131464,131085.51889652468,100713
2023-10-18,0,506956.54686992196,212810.71643126608,162248.20574587115,131897.62469278477,99471
2023-10-19,0,516422.10396878753,219570.54972445205,163261.30025850475,133590.25398583076,99464
2023-10-20,0,509606.13023551204,216910.8324932938,162765.51551374438,129929.7822284739,99460
2023-10-21,0,504740.61875728297,214824.46647713662,163422.07813692506,126494.07414322125,99587
2023-10-22,0,512804.0233614487,219209.44628243492,163333.15173502886,130261.42534398493,99431
2023-10-23,0,516251.36167383636,220552.2239855137,163025.70653416053,132673.4311541622,99233
2023-10-24,0,515397.5590788105,217602.42910998478,165840.53564637995,131954.5943224458,99262
2023-10-25,0,514791.97789327236,220346.04417893605,162383.54078612177,132062.39292821457,99536
2023-10-26,0,516243.8430351963,221202.36635313494,164684.52067937073,130356.95600269057,99297
2023-10-27,0,515348.83448989305,220487.69524865606,166586.2984589017,128274.84078233523,99229
2023-10-28,0,518150.677247774,222006.38944009645,163772.1985219791,132372.0892856984,99655
2023-10-29,0,512499.4491717455,219899.84256344772,163126.23114626828,129473.37546202952,99491
2023-10-30,0,522413.28475370334,220376.1106857044,165454.76166748407,136582.41240051488,100387
2023-10-31,0,508994.9128613485,212919.49154727,165195.26529293004,130880.1560211484,98327
2023-11-01,0,516337.20263394114,219427.99704919866,166067.79364209485,130841.4119426476,100216
2023-11-02,0,514098.8628909611,218440.84178129866,164768.6703409916,130889.35076867086,100310
2023-11-03,0,515503.86243062105,221204.9422939881,164346.62725289608,129952.29288373687,98668
2023-11-04,0,511522.4136447335,218297.5107594788,162509.8164903051,130715.08639494961,99551
2023-11-05,0,518442.82872976887,218922.4157100147,166092.89574369745,133427.51727605672,99554
2023-11-06,0,514571.80048727343,218800.19314821833,164808.91356484333,130962.69377421176,99054
2023-11-07,0,511876.84169995383,218470.13043103734,163885.84765502202,129520.86361389449,99386
2023-11-08,0,518696.64067227545,221499.2117143842,162614.2991248029,134583.1298330884,99238
2023-11-09,0,517123.56640909915,219784.46992645448,164703.85246211322,132635.24402053145,100687
2023-11-10,0,521238.1832435397,220662.11132533476,166974.32693862286,133601.7449795821,100297
2023-11-11,0,518904.02004587126,219183.54544540276,168654.36244866092,131066.11215180757,100483
2023-11-12,0,514783.2700710363,217538.48778473306,164549.22312159548,132695.5591647078,100226
2023-11-13,0,514056.93993019656,217165.49022049282,165393.27389710295,131498.17581260082,99319
2023-11-14,0,507251.27512317745,218979.89309123665,160795.82967109332,127475.55236084749,99639
2023-11-15,0,519782.65127314115,219270.73635919997,164601.749385216,135910.16552872513,100164
2023-11-16,0,515014.62431805296,217096.30183407996,164467.18255036764,133451.1399336054,99327
2023-11-17,0,513118.16319734516,217664.73361050917,164201.46003094083,131251.96955589514,100312
2023-11-18,0,512183.4500194779,219421.79666581628,163475.04782871818,129286.6055249435,99854
2023-11-19,0,512582.783178666,216507.61351335802,163953.4387673152,132121.7308979928,99805
2023-11-20,0,521183.4786570318,222186.61234354548,166729.5204910613,132267.34582242498,100366
2023-11-21,0,518903.34183834586,220629.21819001477,165612.81020836797,132661.31343996315,100251
2023-11-22,0,509625.72968401376,216809.4583590704,160950.0311922405,131866.2401327029,99867
2023-11-23,0,516481.0136630205,220690.74246236405,162367.30705963454,133422.9641410219,100645
2023-11-24,0,515363.5705443431,217629.81571549902,163757.37504108093,133976.3797877631,99543
2023-11-25,0,521990.3158159228,221535.80606739214,167202.55690562166,133251.95284290906,100410
2023-11-26,0,514458.77527460747,223622.03891917889,160818.42861513596,130018.30774029263,100417
2023-11-27,0,515351.7363815468,216354.8182757314,164680.40461901075,134316.51348680467,99984
2023-11-28,0,521449.4254641443,221035.5764131296,165145.96385496756,135267.88519604714,100319
2023-11-29,0,524172.2801268206,218975.94710052505,167836.3934196135,137359.93960668205,99549
2023-11-30,0,518971.40457021806,222879.90012646964,165963.59195750853,130127.91248623993,100654
2023-12-01,0,519845.5630126069,220922.9307106359,166712.18636749446,132210.4459344765,100118
2023-12-02,0,512113.3393762242,218722.21773163203,166018.94622544455,127372.1754191476,99967
2023-12-03,0,517521.7032125165,221225.96009742972,162696.66884926433,133599.0742658224,100770
2023-12-04,0,516167.2328808344,218586.21154714673,167222.72796492005,130358.29336876757,99911
2023-12-05,0,522221.4243259556,221694.7475498407,165633.25562529647,134893.42115081847,99577
2023-12-06,0,515076.3295436025,219504.09222193222,166150.78179648795,129421.4555251823,99520
2023-12-07,0,529051.0708519369,225494.8424295355,174652.63007351445,128903.59834888697,100619
2023-12-08,0,511233.4830883312,219752.37881077782,161260.46254861585,130220.64172893754,99693
2023-12-09,0,521805.1257594341,221560.36422407575,171198.23446366252,129046.52707169579,101228
2023-12-10,0,512732.434353897,216181.4548529418,164340.21314225742,132210.76635869782,99327
2023-12-11,0,516672.97230309935,219448.52928064906,168366.64256414335,128857.80045830688,101233
2023-12-12,0,517264.43091996276,218468.6713458794,166629.941640882,132165.81793320138,100507
2023-12-13,0,515397.5613613833,221931.53116328173,165685.07485615506,127780.95534194654,100370
2023-12-14,0,518171.71365635924,222033.2529353557,165100.05825707462,131038.4024639289,100162
2023-12-15,0,522056.4550150973,218864.1272219478,167649.0085300387,135543.31926311072,100650
2023-12-16,0,519845.8303756132,223447.4619584222,163670.99609446074,132727.37232273025,100448
2023-12-17,0,521981.09051017725,221900.30110530386,169105.43483883044,130975.35456604297,101035
2023-12-18,0,520366.0494553122,222237.1984444272,166071.89637669153,132056.95463419342,100556
2023-12-19,0,522173.0830094077,225271.3843365354,164713.725914948,132187.9727579243,100590
2023-12-20,0,521924.80558653496,223394.08389159164,165730.98404373755,132799.7376512058,100349
2023-12-21,0,520165.0035472161,221434.92769766453,169416.0141370446,129314.06171250698,100517
2023-12-22,0,520230.2880769789,220621.29982753407,166146.80724851368,133462.18100093116,100715
2023-12-23,0,508277.1481618383,216147.8502763053,166462.19713604747,125667.10074948551,99721
2023-12-24,0,514080.2232738569,219441.062691146,164596.23555031317,130042.92503239775,99917
2023-12-25,0,523385.7013117972,222613.0784599682,169182.89068237017,131589.73216945882,100977
2023-12-26,0,522700.1155445083,220553.02073178996,168648.99696112017,133498.09785159814,100705
2023-12-27,0,524797.2839244483,221974.96780289258,170749.66420240747,132072.6519191483,100542
2023-12-28,0,518900.64240723196,222659.3384004299,166894.30917031624,129346.99483648583,100658
2023-12-29,0,521710.1271179755,222448.11634361921,168868.75758397448,130393.25319038182,100836
2023-12-30,0,520111.7654543716,220774.04741035437,167101.60926270194,132236.10878131524,100406
2023-12-31,0,523137.77801559144,222235.60658043346,169357.25415638188,131544.9172787761,100300
2024-01-01,0,521051.62461177964,223818.43340151542,166096.88732715914,131136.3038831051,100800
2024-01-02,0,518460.19771444343,219642.00881336746,168182.6042378519,130635.58466322403,100226
2024-01-03,0,527302.4432579915,226092.91639224443,167381.2354288958,133828.29143685132,100932
2024-01-04,0,517261.3591260257,221024.09963294928,166096.77987607755,130140.4796169989,99889
2024-01-05,0,525190.6417009624,224051.16881613055,168494.67211233525,132644.80077249664,101267
2024-01-06,0,530198.1769431008,224932.05131418913,168434.13846179188,136831.98716711972,101000
2024-01-07,0,520919.41604768706,223826.15668118786,167572.16463496952,129521.09473152968,100904
2024-01-08,0,523973.8610107693,226052.0385349561,168815.48358857128,129106.33888724195,101279
2024-01-09,0,532340.3648208844,225459.98320552596,172089.19221813342,134791.18939722504,101631
2024-01-10,0,524997.2961223377,223066.7483765084,170450.21367635543,131480.3340694739,101316
2024-01-11,0,520819.74564003304,222216.42697680075,168110.93596720087,130492.38269603145,99899
2024-01-12,0,515647.885255444,219823.66279663565,165916.809449386,129907.41300942234,100190
2024-01-13,0,519962.3581087122,223039.81835644567,165575.11278856735,131347.42696369917,100528
2024-01-14,0,528704.8832867502,223461.70114343968,169785.34072819995,135457.84141511048,100863
2024-01-15,0,527847.9701830206,223657.25806975202,170027.91260335073,134162.79950991785,101118
2024-01-16,0,526489.6844782272,222627.6059732046,170321.66905246823,133540.40945255433,100506
2024-01-17,0,516503.6938018078,220086.0207834879,166884.29946501064,129533.37355330923,100971
2024-01-18,0,518317.9953785448,221861.14576325918,166957.0158351398,129499.83378014578,100508
2024-01-19,0,513831.05169706995,223340.9911181396,164276.9117661502,126213.14881278016,100589
2024-01-20,0,518730.2171780983,222729.5391274892,166204.11446968032,129796.56358092875,100199
2024-01-21,0,523884.8975921279,220888.8106910109,169375.2790944276,133620.8078066894,100449
2024-01-22,0,523737.3706297115,225095.71125332164,166156.62869095945,132485.0306854304,100242
2024-01-23,0,521171.13671341917,221255.87087015674,168680.95561409672,131234.3102291657,100437
2024-01-24,0,528421.2986997142,227002.84084790997,168568.25682861728,132850.201023187,101458
2024-01-25,0,522399.6862329326,223961.79249008952,168122.52983358328,130315.36390925977,100463
2024-01-26,0,527585.7128362515,225442.1885270361,167892.06676448009,134251.45754473528,102260
2024-01-27,0,531063.610950761,228192.2570653839,168780.77858688222,134090.57529849495,101197
2024-01-28,0,513551.76798592834,221989.09726859676,162421.86964856784,129140.80106876369,101048
2024-01-29,0,524829.2532633189,225213.14929121948,167271.99835677267,132344.1056153268,100531
2024-01-30,0,527101.954774119,226978.2008720762,165579.35590844418,134544.39799359854,101316
2024-01-31,0,523799.1994853682,222399.70739149026,170318.16129257716,131081.33080130085,100682
2024-02-01,0,531000.1313838094,227263.49735072136,170007.2105122696,133729.42352081838,101035
2024-02-02,0,537110.5143307168,226455.79120198658,171236.8105877511,139417.91254097916,102258
2024-02-03,0,528276.3700486515,224916.27877165462,171375.89879587534,131984.1924811215,100934
2024-02-04,0,527257.3974582553,226142.22362746086,167391.31159510114,133723.86223569326,101560
2024-02-05,0,525294.8913921101,223535.32350678922,171413.96562927033,130345.60225605062,100636
2024-02-06,0,529016.6195484726,226129.58272394014,170305.04903268756,132581.98779184482,100973
2024-02-07,0,531494.9355181706,227934.62459930382,169340.80989680075,134219.50102206602,101878
2024-02-08,0,523036.97133023443,220485.9117315967,170305.2391023238,132245.820496314,100681
2024-02-09,0,528011.2652919964,229064.6240740457,167669.80981502528,131276.83140292543,101903
2024-02-10,0,522541.1835005784,222057.5588706816,167422.0822228074,133061.54240708935,101352
2024-02-11,0,527927.4349817355,226205.85792929077,166916.45651309306,134805.12053935174,100717
2024-02-12,0,529095.1531266448,227618.01406224212,167987.5137542166,133489.62531018606,101315
2024-02-13,0,525471.2790343937,223552.11708290278,167203.49103897973,134715.67091251118,101486
2024-02-14,0,528201.4128372896,224587.46781777035,171513.2097606465,132100.73525887274,101310
2024-02-15,0,520705.63936445105,221032.3263299285,166919.56853910905,132753.7444954135,100214
2024-02-16,0,524782.1209451315,223682.11835034806,168787.8137253575,132312.18886942597,100635
2024-02-17,0,521442.6788911175,223997.69482814724,167312.91662539542,130132.06743757486,100873
2024-02-18,0,524094.36774862825,226370.45858395842,164955.01389535872,132768.89526931112,100959
2024-02-19,0,528371.2667737831,228146.693294689,169667.21843153608,130557.35504755811,101304
2024-02-20,0,523879.610403184,227895.9390191586,164981.25563826057,131002.41574576484,101081
2024-02-21,0,521760.41185633803,222486.28153479774,167542.93466889946,131731.19565264086,100322
2024-02-22,0,524132.87302742957,224925.76404240387,166238.78186115655,132968.32712386915,101177
2024-02-23,0,525480.1129840305,222224.45917038794,173130.44189653467,130125.21191710794,101289
2024-02-24,0,529464.0406499855,223944.25443823813,170947.35892740526,134572.42728434212,101260
2024-02-25,0,531668.1187922946,228021.8819326557,169733.64718999638,133912.5896696426,101517
2024-02-26,0,532164.4519651427,229091.04745571228,171870.81861062272,131202.58589880774,101390
2024-02-27,0,519705.1807784159,223028.40036454765,167374.2955270102,129302.48488685802,101198
2024-02-28,0,525317.7602818166,223794.89330210394,169761.66217211544,131761.2048075972,100929
2024-02-29,0,521423.3224335803,223345.23583184287,167883.85112167062,130194.23548006681,100128
2024-03-01,0,528198.0008430863,226058.0915504614,169583.0454372137,132556.86385541112,101168
2024-03-02,0,526559.0702989165,223663.77513945138,171434.7328247786,131460.56233468658,101051
2024-03-03,0,524805.925535545,226201.80312261704,170404.2735341042,128199.84887882379,101077
2024-03-04,0,521719.9141096657,222864.18210271015,168356.74061255867,130498.99139439691,100297
2024-03-05,0,519369.0993867436,223982.6120816927,164615.76040453312,130770.7269005178,100388
2024-03-06,0,528764.6582944471,227241.21231940694,167604.92036318837,133918.52561185183,101448
2024-03-07,0,524119.99118691456,225072.0824028871,168459.30618327114,130588.60260075628,100895
2024-03-08,0,530101.9446595646,224908.52258654239,169429.91112796348,135763.51094505878,101248
2024-03-09,0,519575.12256638624,224907.58951237137,166488.93038315856,128178.60267085627,100913
2024-03-10,0,533135.3465640055,224951.0521471024,173570.5897330907,134613.7046838124,100906
2024-03-11,0,529827.3060139205,225294.17524980116,172457.14819124964,132075.9825728696,101352
2024-03-12,0,526949.7218156517,224058.47099603404,169532.44370421133,133358.80711540644,100616
2024-03-13,0,529460.0398386676,228380.66627491306,168925.349269044,132154.0242947105,100913
2024-03-14,0,527600.5896050823,225741.95924108705,167932.1458891071,133926.4844748881,100625
2024-03-15,0,521391.2484971497,224049.34448330465,166465.7333727266,130876.1706411184,100629
2024-03-16,0,524278.73133622925,226151.83199651013,168610.75444065407,129516.14489906505,100682
2024-03-17,0,528831.0258456141,224611.33266910663,169360.23679124934,134859.45638525818,100937
2024-03-18,0,524097.080025511,226913.69704575016,165825.86269776212,131357.52028199867,100576
2024-03-19,0,530355.1394998645,227030.63337517978,170269.10137010098,133055.40475458372,101433
2024-03-20,0,525359.0461640562,223914.0686290065,167666.80647785982,133778.17105718984,100347
2024-03-21,0,520051.7569430345,225716.85117973233,164679.9957420854,129654.9100212167,100689
2024-03-22,0,520728.7942531879,221411.82787050065,166572.83633632655,132744.13004636072,100551
2024-03-23,0,524532.585228252,224171.6246416667,168869.09907024904,131491.86151633618,101483
2024-03-24,0,526934.0911235929,222770.30382563983,172520.596658031,131643.19063992208,100846
2024-03-25,0,529268.9346774509,226260.44761019142,170469.9454603136,132538.54160694598,101251
2024-03-26,0,519555.58158060117,226903.41096815115,164783.1999240872,127868.97068836281,99980
2024-03-27,0,529709.3243032068,229634.21159363756,169725.7648839404,130349.34782562876,100844
2024-03-28,0,528125.4243328592,227048.35361162067,166109.31845775427,134967.75226348423,101142
2024-03-29,0,530229.4872938693,225943.9894082878,170746.74714501746,133538.750740564,100725
2024-03-30,0,522874.42940933746,222299.64232382653,168358.75847725658,132216.02860825436,101203
2024-03-31,0,522980.92911448376,223209.27532770927,167908.5820477191,131863.0717390554,100398
2024-04-01,0,528721.1607857093,224619.32805243836,172172.99811160302,131928.8346216678,101347
2024-04-02,0,529161.7711097986,225816.8803511546,167595.33175183358,135749.55900681045,101778
2024-04-03,0,520416.4930624025,224033.37530811736,165359.3802943736,131023.73745991151,100433
2024-04-04,0,522040.711306019,223313.97681325296,166903.57960037017,131823.1548923958,100377
2024-04-05,0,528496.2996287743,222169.46139202127,171550.90155394605,134775.93668280693,101312
2024-04-06,0,525216.5312896204,227719.19316035038,166508.02159540742,130989.31653386264,101360
2024-04-07,0,518613.4828624502,221944.6075688936,162283.6771130514,134385.19818050522,100294
2024-04-08,0,519991.20308536955,224638.71857849386,167099.65028418615,128252.83422268953,100330
2024-04-09,0,532236.3228710366,228411.9327727885,169184.63496911695,134639.75512913114,100383
2024-04-10,0,520975.23174155806,221329.95345615837,169662.06854857653,129983.20973682319,99837
2024-04-11,0,515611.3671318935,218498.51686686647,166629.82103822447,130483.02922680257,100034
2024-04-12,0,516629.71302238293,222864.8684261961,166643.5971037443,127121.24749244248,99975
2024-04-13,0,525881.659922386,225837.99857284935,169925.7670797182,130117.89426981856,100077
2024-04-14,0,522020.96398789267,228247.39608283207,164401.70722436765,129371.86068069295,100427
2024-04-15,0,520022.6749219651,222101.64543104434,167539.0848729541,130381.94461796666,100545
2024-04-16,0,528586.584114771,226831.6103927771,169657.62194313013,132097.35177886373,101187
2024-04-17,0,523297.4226759723,222318.48471738904,168236.07252495506,132742.86543362815,99896
2024-04-18,0,525169.5974307379,224977.53161275203,167776.09711799127,132415.9686999946,100870
2024-04-19,0,529057.0189390129,229237.8695282456,167937.38386099276,131881.76554977457,100254
2024-04-20,0,513208.68063426844,221064.43149774958,162985.85586770176,129158.39326881709,100319
2024-04-21,0,522425.3325074943,225258.47875785042,167159.74146680316,130007.11228284072,100664
2024-04-22,0,526121.8849413875,223844.45433776706,168005.2040730497,134272.22653057068,99748
2024-04-23,0,522863.8203119647,226540.15396716486,166231.76931773886,130091.89702706094,100483
2024-04-24,0,527151.4338138244,224301.5093601031,168120.72077414743,134729.20367957387,100357
2024-04-25,0,525224.3936724146,225002.05809346703,169110.61839000482,131111.71718894265,100503
2024-04-26,0,522166.2851956688,223352.53004124976,167348.12414428362,131465.6310101354,100384
2024-04-27,0,531643.603878932,226791.4115566094,169966.22941378766,134885.9629085349,101449
2024-04-28,0,521187.57212918124,222423.56825350973,165346.6483832004,133417.3554924711,99884
2024-04-29,0,522019.9408038715,224411.3608015707,166906.937139837,130701.64286246376,99920
2024-04-30,0,520801.74644007813,222286.73426602432,168438.37507331654,130076.63710073734,99856
2024-05-01,0,522114.07702878746,223797.37210895246,167549.4109243756,130767.2939954594,99872
2024-05-02,0,520309.7285091692,222851.34546602418,165967.1664262164,131491.2166169286,99813
2024-05-03,0,529539.3588638427,226936.15983190323,168924.16996919064,133679.02906274883,100708
2024-05-04,0,526830.7190230044,224758.95381195328,170043.21178305044,132028.5534280006,100805
2024-05-05,0,514304.9601470494,219270.85732041256,162985.61422025273,132048.48860638414,99791
2024-05-06,0,528114.0590274809,225025.4508504297,169172.40178018966,133916.20639686147,99642
2024-05-07,0,521235.7192842689,221940.33910628545,167124.75617920258,132170.62399878085,100276
2024-05-08,0,520614.1720484139,221365.98297402798,167845.01557148513,131403.17350290072,99746
2024-05-09,0,521291.3402188475,222611.42705172687,170241.0606233217,128438.85254379893,100320
2024-05-10,0,516755.16436785203,226066.38796231258,164745.0145264313,125943.76187910818,100087
2024-05-11,0,512950.66338306403,217270.45987415512,164743.54225589038,130936.66125301852,99209
2024-05-12,0,530467.7890025341,230825.1426658444,167847.15959398245,131795.48674270726,100723
2024-05-13,0,524946.1311916553,226851.14379970435,167004.85631179137,131090.13108015954,100828
2024-05-14,0,524069.1182545606,222720.44653002865,170199.61984259533,131149.05188193664,99606
2024-05-15,0,518140.8569834417,222330.67994057844,165147.36620007094,130662.81084279231,99700
2024-05-16,0,523276.8426464405,223627.64296427017,166218.26434190516,133430.93534026513,100019
2024-05-17,0,523189.1727430433,224088.42121774086,167736.87081408093,131363.88071122149,100025
2024-05-18,0,519610.97237713455,224601.83092000682,165129.31946906753,129879.8219880602,100169
2024-05-19,0,527586.9325128506,225715.42119885856,167718.57743386214,134152.93388012997,100827
2024-05-20,0,520415.1398136185,222535.7826924001,167465.9639881764,130413.393133042,99715
2024-05-21,0,518460.916240349,221281.95762883095,165662.25730347147,131516.70130804658,99387
2024-05-22,0,515545.83934005216,220731.7127677584,165666.430904029,129147.69566826477,99078
2024-05-23,0,515658.33038490464,221233.68713064352,165243.5766518563,129181.06660240484,99385
2024-05-24,0,519342.23772282235,224527.9156093829,163758.15019732394,131056.1719161155,99716
2024-05-25,0,525975.1580139284,225213.9959402986,168762.4448551904,131998.71721843944,100612
2024-05-26,0,517167.11511875724,215774.2557581083,169857.61391843887,131535.2454422101,99439
2024-05-27,0,521020.63878022775,223646.636765285,166901.866205888,130472.13580905473,99792
2024-05-28,0,516704.15177612146,222423.76974423963,167097.736326887,127182.64570499481,99655
2024-05-29,0,522739.8982333026,223140.01034773616,168897.632932321,130702.25495324544,100240
2024-05-30,0,523564.41656193964,223677.19832725762,165938.84419218005,133948.374042502,100892
2024-05-31,0,523055.06220821233,223582.95351268016,169550.69499795148,129921.41369758069,99346
2024-06-01,0,519792.21839705604,223209.9679953786,166543.33085053271,130038.91955114476,99350
2024-06-02,0,525175.2447648224,221243.0496763764,170515.74610309312,133416.44898535288,100101
2024-06-03,0,518447.2382012139,223178.5113409679,165475.68126799702,129793.04559224895,99903
2024-06-04,0,521759.42771877564,221524.41582287036,171413.44644356013,128821.56545234512,100469
2024-06-05,0,518544.98967738467,219383.54529762405,168342.07383092097,130819.37054883962,99821
2024-06-06,0,516638.8152721516,219886.13844282497,167153.6527237401,129599.02410558659,99334
2024-06-07,0,520140.0986120149,223752.89922802747,167190.3052331526,129196.8941508348,99793
2024-06-08,0,522047.9381643682,224390.65916326072,166575.76155970318,131081.51744140434,100036
2024-06-09,0,524615.114586407,223160.64344336305,169219.82795491224,132234.64318813168,99876
2024-06-10,0,521075.9016229841,223210.50386148095,166827.31829675127,131038.0794647519,99704
2024-06-11,0,518288.08780250873,223292.2941794617,162995.68588538675,132000.10773766032,99969
2024-06-12,0,520821.1830408755,221018.39490745837,164735.07669226575,135067.71144115133,100005
2024-06-13,0,520916.8606211535,223318.42845823965,166721.28482357043,130877.14733934347,100097
2024-06-14,0,522058.7173740872,223260.44212958738,167125.4082261896,131672.86701831027,99715
2024-06-15,0,517640.7093595569,222293.06960417549,165744.57929154934,129603.0604638321,99293
2024-06-16,0,521024.60730845435,223417.01147612013,168495.46082003013,129112.13501230405,99436
2024-06-17,0,516636.88759648264,223456.3339566437,162914.50035368337,130266.0532861556,99952
2024-06-18,0,515468.0189181374,220659.01781038902,165549.99159808556,129259.00950966285,98926
2024-06-19,0,517349.9584432368,223224.68051592197,162481.900673075,131643.37725423987,99506
2024-06-20,0,522399.7476672996,220209.46962306346,167029.7638427363,135160.51420149978,99111
2024-06-21,0,513745.96974846814,218862.77838453502,165603.34367238084,129279.84769155228,99309
2024-06-22,0,519651.74024329486,221492.3027670937,167534.34962609096,130625.08785011018,99921
2024-06-23,0,513979.55330360006,219184.44392689594,164118.18409840946,130676.92527829469,99365
2024-06-24,0,518888.60356537445,219121.6187811904,168262.1570170021,131504.82776718197,99280
2024-06-25,0,515813.916617085,218720.58780261126,166698.91546503833,130394.41334943546,98565
2024-06-26,0,520499.9344015728,219474.36894099828,167328.7606392048,133696.8048213697,99606
2024-06-27,0,512294.67616687104,220286.81333611754,165794.3154224353,126213.5474083182,99544
2024-06-28,0,514100.9121334501,218578.98881131763,168319.71943844965,127202.20388368279,100292
2024-06-29,0,513626.6585261373,220266.25162481345,163860.35684108833,129500.05006023549,99045
2024-06-30,0,520667.03059326863,220315.4957288021,167349.37765589196,133002.15720857453,99298
2024-07-01,0,515275.37340939796,218654.31278282928,168927.84483672483,127693.21578984389,99302
2024-07-02,0,517224.30359916243,222882.38154784063,168735.7183278229,125606.2037234989,99956
2024-07-03,0,517326.126966486,221714.43575311697,163850.90897847616,131760.7822348928,99110
2024-07-04,0,514558.9575296518,216945.596317136,166283.0729134247,131330.28829909113,99287
2024-07-05,0,510964.5046724172,218912.71255358387,163191.0923005648,128860.6998182685,99442
2024-07-06,0,513822.33962821297,218427.35916097127,166576.8109621307,128818.16950511101,99222
2024-07-07,0,511705.65990240977,217403.36527072557,165830.41504848556,128471.87958319866,98897
2024-07-08,0,514194.9254010828,221533.7047957627,161642.2814399566,131018.93916536348,99209
2024-07-09,0,514080.85769549996,220316.75264725674,163689.58541443018,130074.51963381302,99640
2024-07-10,0,512929.49058905174,218027.10135681144,163844.652442865,131057.73678937534,98582
2024-07-11,0,505371.03838055546,215660.21883214675,164652.03107961713,125058.78846879161,99154
2024-07-12,0,510799.8958747905,220058.68862936954,162183.66528383901,128557.54196158194,98730
2024-07-13,0,514096.659493572,218159.35132467299,166776.99846287788,129160.30970602114,99671
2024-07-14,0,511704.30706720916,217993.86547718506,164437.9683499732,129272.47324005088,98305
2024-07-15,0,512886.6970897162,219349.01273655205,164245.52626690923,129292.15808625497,98781
2024-07-16,0,518738.7635819833,222407.97118537725,163800.59317386415,132530.19922274188,99243
2024-07-17,0,514423.5822534077,218213.55472453247,168276.7752683318,127933.25226054339,99831
2024-07-18,0,512132.28323209315,213118.86899975152,168243.93821276896,130769.47601957263,99010
2024-07-19,0,514077.68664805085,218994.4562663169,163576.34702838992,131506.883353344,98760
2024-07-20,0,525317.6594103541,224622.81925007145,165124.0700936759,135570.77006660678,99973
2024-07-21,0,513846.51310463593,220130.9148639161,164812.84597108577,128902.75226963405,98304
2024-07-22,0,509887.2095575041,217283.76148125896,162531.49620388646,130071.95187235867,97925
2024-07-23,0,510812.58097738156,218480.79559689248,164926.98729755986,127404.7980829292,99240
2024-07-24,0,511731.3107211514,220100.15284604768,165959.92192142637,125671.23595367731,98766
2024-07-25,0,508076.68272340205,215982.87878402404,160253.34928507486,131840.45465430315,98503
2024-07-26,0,519750.1849708965,220576.983511392,167987.72858120053,131185.47287830402,99365
2024-07-27,0,518548.75006228895,220135.74768226984,165130.16875256482,133282.83362745427,99130
2024-07-28,0,511646.09125781443,220404.01844373735,163539.13112396572,127702.94169011137,98724
2024-07-29,0,517752.6730370329,223053.97104181073,163630.08934905415,131068.61264616805,98364
2024-07-30,0,520840.72102078015,220440.8054235802,165332.49170693755,135067.4238902624,99439
2024-07-31,0,512190.5888357547,218383.6479925029,161762.44534413677,132044.49549911503,99326
2024-08-01,0,517530.4569245352,218572.31656042463,167639.08345316089,131319.05691094973,98951
2024-08-02,0,515138.49277376884,217001.50037345514,166176.86583879046,131960.12656152327,99923
2024-08-03,0,508044.6783253661,216204.71876032802,164778.8793315628,127061.08023347531,98464
2024-08-04,0,514389.30330102966,216294.38751908738,165442.79237500232,132652.12340693997,98237
2024-08-05,0,508212.35305749497,216871.90610527023,162110.347248429,129230.09970379574,98654
2024-08-06,0,516279.43535050756,218846.2547877835,165573.2611096908,131859.9194530333,98978
2024-08-07,0,509370.6779340623,217162.50736374024,164297.85029899952,127910.32027132255,99124
2024-08-08,0,515093.12346429,220541.55909485358,166153.16337386257,128398.40099557386,98883
2024-08-09,0,513505.873168324,218870.41897012913,160640.33459955305,133995.11959864185,99181
2024-08-10,0,510196.1820056474,217228.2759223154,163486.4507787059,129481.45530462608,98382
