customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C03875,Male,0,Yes,No,38,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,85.01,3131.79,No
C03876,Male,0,Yes,Yes,72,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,56.46,3457.61,No
C03877,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.15,298.94,Yes
C03878,Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,878.99,No
C03879,Male,0,Yes,Yes,4,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),64.63,249.57,No
C03880,Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,78.87,4093.84,No
C03881,Female,1,Yes,No,6,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,64.71,336.86,No
C03882,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.57,125.59,Yes
C03883,Male,1,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.74,236.75,Yes
C03884,Female,1,Yes,No,8,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.66,622.14,Yes
C03885,Male,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),78.96, ,No
C03886,Female,0,No,No,63,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,83.35,4616.94,No
C03887,Female,1,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.52,24.61,Yes
C03888,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.78,116.24,Yes
C03889,Male,0,Yes,Yes,63,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),57.67,3666.08,No
C03890,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.08,1943.55,No
C03891,Female,0,Yes,No,25,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,26.65,689.11,Yes
C03892,Female,1,No,No,32,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),58.17,1635.29,No
C03893,Female,0,Yes,No,56,Yes,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.84,1565.38,No
C03894,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),81.38,75.84,Yes
C03895,Female,1,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),74.78,2990.98,No
C03896,Male,0,No,Yes,47,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,65.16,2753.73,No
C03897,Male,0,Yes,No,58,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,56.99,3336.8,No
C03898,Male,0,No,No,51,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),57.92,2770.65,No
C03899,Male,0,Yes,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0, ,No
C03900,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,82.46,514.23,No
C03901,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,92.76,287.27,No
C03902,Female,0,No,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.0,937.78,No
C03903,Female,0,Yes,No,38,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,47.08,1800.07,No
C03904,Male,0,No,No,44,Yes,No,DSL,,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),81.91,3415.2,No
C03905,Female,0,Yes,No,67,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),87.05,5481.78,No
C03906,Female,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.94, ,Yes
C03907,Female,0,No,No,17,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),53.95,885.92,No
C03908,Female,0,No,No,57,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,79.04,4561.61,Yes
C03909,Female,1,No,Yes,2,Yes,Yes,Fiber optic,,No,No,No,Yes,Yes,One year,Yes,Mailed check,91.58,189.55,No
C03910,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,63.99,577.9,No
C03911,Male,0,No,No,39,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),90.0,3552.2,No
C03912,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),84.38,3956.92,Yes
C03913,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.46,392.11,No
C03914,Male,1,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.86,957.29,No
C03915,Male,1,No,No,0,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,48.3, ,Yes
C03916,Female,0,Yes,No,64,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,59.21,3736.02,No
C03917,Female,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),92.29,2760.62,Yes
C03918,Female,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.75,1762.65,Yes
C03919,Male,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.99, ,Yes
C03920,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.95,38.88,Yes
C03921,Female,0,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.74,83.56,No
C03922,Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,776.64,No
C03923,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,99.68,7129.24,No
C03924,Male,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,75.5,3308.02,Yes
C03925,Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,99.26,4656.12,No
C03926,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,210.01,Yes
C03927,Female,1,No,No,20,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,75.65,1315.72,No
C03928,Male,1,No,Yes,22,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),49.25,1102.51,No
C03929,Female,0,No,Yes,12,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,63.0,752.86,No
C03930,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,68.37,362.05,Yes
C03931,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,82.26,143.72,Yes
C03932,Female,0,Yes,Yes,0,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.43, ,Yes
C03933,Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.44,1055.06,No
C03934,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,80.11,666.16,Yes
C03935,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,85.94,5738.73,No
C03936,Male,0,Yes,No,44,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.03,2868.64,No
C03937,Female,0,No,No,15,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.6,1069.35,Yes
C03938,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),80.67,4330.96,No
C03939,Male,1,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,77.91,1857.47,No
C03940,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.63,20.27,Yes
C03941,Male,1,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,78.74,1648.65,Yes
C03942,Male,0,Yes,Yes,0,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),58.43, ,No
C03943,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.39,1614.69,No
C03944,Male,1,No,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,162.92,Yes
C03945,Female,1,No,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),32.72,2066.74,No
C03946,Male,1,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.89,1123.5,No
C03947,Male,0,No,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,1035.71,No
C03948,Female,0,Yes,No,2,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,62.01,129.32,No
C03949,Male,0,No,Yes,49,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,71.25,3640.68,No
C03950,Male,0,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,72.35,1495.28,No
C03951,Female,1,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.56,2061.08,No
C03952,Female,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.86, ,No
C03953,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,94.87,3710.84,No
C03954,Male,1,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,76.4,816.44,No
C03955,Female,1,Yes,No,59,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,87.66,5029.72,No
C03956,Female,1,No,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,55.01,Yes
C03957,Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.89,282.24,No
C03958,Male,0,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,81.77,566.72,No
C03959,Male,1,No,Yes,0,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),72.3, ,Yes
C03960,Male,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.17,79.82,Yes
C03961,Male,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.21,783.77,No
C03962,Female,1,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,74.27,728.94,No
C03963,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.8,162.07,No
C03964,Male,0,Yes,No,0,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),57.62, ,Yes
C03965,Male,0,No,No,11,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,70.7,812.55,No
C03966,Male,0,No,Yes,72,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),72.35,5182.77,No
C03967,Male,1,No,No,56,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,84.34,4214.32,No
C03968,Male,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.22,492.81,No
C03969,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,16.45,Yes
C03970,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),86.07,175.31,Yes
C03971,Male,1,No,No,23,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,53.71,1199.86,Yes
C03972,Female,1,Yes,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,997.97,No
C03973,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.8,307.27,Yes
C03974,Male,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),84.06,4753.28,No
C03975,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),83.12,70.88,Yes
C03976,Male,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.11,843.24,No
C03977,Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,92.05,278.92,Yes
C03978,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,71.83,585.03,Yes
C03979,Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.22,221.67,No
C03980,Male,0,No,No,60,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,85.27,4773.22,No
C03981,Male,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),85.21,305.37,Yes
C03982,Female,0,No,No,72,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,63.31,4100.2,No
C03983,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,66.6,58.39,Yes
C03984,Male,0,No,No,10,Yes,,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),75.35,660.62,Yes
C03985,Male,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.09,133.33,Yes
C03986,Male,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,96.29,No
C03987,Male,1,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.46,314.18,No
C03988,Female,0,No,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.81,1357.39,No
C03989,Female,1,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),90.98,180.64,Yes
C03990,Female,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.9,433.95,Yes
C03991,Male,0,Yes,No,70,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),56.96,3923.1,No
C03992,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,80.47,5352.73,No
C03993,Male,0,Yes,Yes,0,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),37.85, ,Yes
C03994,Male,1,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,94.72,4752.81,No
C03995,Male,0,Yes,Yes,25,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,71.32,1744.88,No
C03996,Male,0,No,No,39,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,65.29,2642.25,No
C03997,Male,0,No,No,49,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,97.74,4079.26,Yes
C03998,Male,0,No,No,51,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),55.31,2447.17,No
C03999,Male,1,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.19,1093.94,No
C04000,Female,0,Yes,No,3,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,68.79,180.41,Yes
C04001,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,85.9,5686.07,No
C04002,Female,1,No,No,53,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,35.71,1747.53,No
C04003,Male,1,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),74.17,130.24,Yes
C04004,Female,0,No,No,72,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,57.84,3659.43,No
C04005,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.85,18.32,Yes
C04006,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.88,110.03,Yes
C04007,Male,0,Yes,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0, ,Yes
C04008,Male,0,Yes,No,13,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,61.91,688.48,No
C04009,Female,1,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,83.21,4004.72,No
C04010,Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.26,941.38,No
C04011,Male,1,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,74.57,388.73,Yes
C04012,Female,0,Yes,No,47,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),48.34,2363.57,No
C04013,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),75.36, ,Yes
C04014,Female,1,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.43,77.34,No
C04015,Female,0,No,No,72,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),50.12,3581.6,No
C04016,Male,0,No,No,3,No,No phone service,DSL,,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.76,97.48,Yes
C04017,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,71.96,2559.87,No
C04018,Male,0,No,No,0,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,60.98, ,Yes
C04019,Female,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,89.93,336.01,No
C04020,Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,87.44,2009.95,No
C04021,Male,1,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,84.42,949.78,Yes
C04022,Male,1,Yes,No,49,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),56.28,2811.68,No
C04023,Female,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,94.99,4433.04,No
C04024,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,86.52,2556.0,Yes
C04025,Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.76,153.43,Yes
C04026,Female,0,No,No,61,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),48.7,2613.64,No
C04027,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,77.41,143.67,Yes
C04028,Male,0,No,No,33,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.88,2873.61,Yes
C04029,Female,1,No,Yes,3,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),54.63,165.82,Yes
C04030,Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.08,709.55,No
C04031,Male,0,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,76.34,283.16,Yes
C04032,Female,1,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,75.92,1497.82,Yes
C04033,Female,0,No,No,51,Yes,,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,67.88,3005.17,No
C04034,Male,1,No,Yes,64,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),58.35,3565.3,No
C04035,Male,1,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,1034.31,No
C04036,Male,0,No,No,56,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,32.91,1910.71,No
C04037,Female,0,No,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),84.61,4732.6,No
C04038,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.49,37.76,Yes
C04039,Female,1,No,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,91.22,168.14,Yes
C04040,Male,1,Yes,Yes,57,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),53.5,3006.73,No
C04041,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,70.18,No
C04042,Male,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,83.23,4469.02,No
C04043,Female,0,Yes,Yes,16,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,56.99,943.98,No
C04044,Male,0,No,Yes,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),68.45,536.38,Yes
C04045,Male,0,Yes,No,59,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,54.8,3267.83,No
C04046,Male,1,Yes,Yes,44,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,79.54,3422.76,Yes
C04047,Male,0,No,No,47,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),81.23,3464.0,No
C04048,Male,0,No,No,6,Yes,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.47,107.69,No
C04049,Female,0,Yes,No,10,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,67.66,688.16,Yes
C04050,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,78.88,5054.38,No
C04051,Female,0,Yes,No,13,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.41,893.4,Yes
C04052,Female,1,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.1,171.9,Yes
C04053,Male,0,Yes,Yes,63,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,56.28,3405.36,No
C04054,Female,0,Yes,Yes,62,Yes,,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,54.37,2979.01,No
C04055,Female,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.04,841.44,No
C04056,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.12,320.52,No
C04057,Female,0,Yes,No,32,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),77.26,2134.35,No
